LAST SEEN   TYPE      REASON                          OBJECT                                             MESSAGE
49m         Normal    SandboxChanged                  pod/pod-janitor-1606496700-jxm7j                   Pod sandbox changed, it will be killed and re-created.
49m         Normal    SuccessfulCreate                job/pod-janitor-1606496700                         Created pod: pod-janitor-1606496700-jxm7j
49m         Normal    Completed                       job/pod-janitor-1606496700                         Job completed
48m         Normal    Scheduled                       pod/pod-janitor-1606496760-pc79t                   Successfully assigned icap-adaptation/pod-janitor-1606496760-pc79t to aks-icaptestnode-10971123-vmss000000
48m         Normal    Pulled                          pod/pod-janitor-1606496760-pc79t                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
48m         Normal    Created                         pod/pod-janitor-1606496760-pc79t                   Created container pod-janitor
48m         Normal    Started                         pod/pod-janitor-1606496760-pc79t                   Started container pod-janitor
48m         Normal    SandboxChanged                  pod/pod-janitor-1606496760-pc79t                   Pod sandbox changed, it will be killed and re-created.
48m         Normal    SuccessfulCreate                job/pod-janitor-1606496760                         Created pod: pod-janitor-1606496760-pc79t
48m         Normal    Completed                       job/pod-janitor-1606496760                         Job completed
47m         Normal    Scheduled                       pod/pod-janitor-1606496820-8qf4d                   Successfully assigned icap-adaptation/pod-janitor-1606496820-8qf4d to aks-icaptestnode-10971123-vmss000000
47m         Normal    Pulled                          pod/pod-janitor-1606496820-8qf4d                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
47m         Normal    Created                         pod/pod-janitor-1606496820-8qf4d                   Created container pod-janitor
47m         Normal    Started                         pod/pod-janitor-1606496820-8qf4d                   Started container pod-janitor
47m         Normal    SandboxChanged                  pod/pod-janitor-1606496820-8qf4d                   Pod sandbox changed, it will be killed and re-created.
47m         Normal    SuccessfulCreate                job/pod-janitor-1606496820                         Created pod: pod-janitor-1606496820-8qf4d
47m         Normal    Completed                       job/pod-janitor-1606496820                         Job completed
46m         Normal    Scheduled                       pod/pod-janitor-1606496880-fpvds                   Successfully assigned icap-adaptation/pod-janitor-1606496880-fpvds to aks-icaptestnode-10971123-vmss000000
46m         Normal    Pulled                          pod/pod-janitor-1606496880-fpvds                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
46m         Normal    Created                         pod/pod-janitor-1606496880-fpvds                   Created container pod-janitor
46m         Normal    Started                         pod/pod-janitor-1606496880-fpvds                   Started container pod-janitor
46m         Normal    SandboxChanged                  pod/pod-janitor-1606496880-fpvds                   Pod sandbox changed, it will be killed and re-created.
46m         Normal    SuccessfulCreate                job/pod-janitor-1606496880                         Created pod: pod-janitor-1606496880-fpvds
46m         Normal    Completed                       job/pod-janitor-1606496880                         Job completed
45m         Normal    Scheduled                       pod/pod-janitor-1606496940-kwj8g                   Successfully assigned icap-adaptation/pod-janitor-1606496940-kwj8g to aks-icaptestnode-10971123-vmss000000
45m         Normal    Pulled                          pod/pod-janitor-1606496940-kwj8g                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
45m         Normal    Created                         pod/pod-janitor-1606496940-kwj8g                   Created container pod-janitor
45m         Normal    Started                         pod/pod-janitor-1606496940-kwj8g                   Started container pod-janitor
45m         Normal    SuccessfulCreate                job/pod-janitor-1606496940                         Created pod: pod-janitor-1606496940-kwj8g
45m         Normal    Completed                       job/pod-janitor-1606496940                         Job completed
44m         Normal    Scheduled                       pod/pod-janitor-1606497000-wbjf7                   Successfully assigned icap-adaptation/pod-janitor-1606497000-wbjf7 to aks-icaptestnode-10971123-vmss000000
44m         Normal    Pulled                          pod/pod-janitor-1606497000-wbjf7                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
44m         Normal    Created                         pod/pod-janitor-1606497000-wbjf7                   Created container pod-janitor
44m         Normal    Started                         pod/pod-janitor-1606497000-wbjf7                   Started container pod-janitor
44m         Normal    SandboxChanged                  pod/pod-janitor-1606497000-wbjf7                   Pod sandbox changed, it will be killed and re-created.
44m         Normal    SuccessfulCreate                job/pod-janitor-1606497000                         Created pod: pod-janitor-1606497000-wbjf7
44m         Normal    Completed                       job/pod-janitor-1606497000                         Job completed
43m         Normal    Scheduled                       pod/pod-janitor-1606497060-dr5jt                   Successfully assigned icap-adaptation/pod-janitor-1606497060-dr5jt to aks-icaptestnode-10971123-vmss000000
43m         Normal    Pulled                          pod/pod-janitor-1606497060-dr5jt                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
43m         Normal    Created                         pod/pod-janitor-1606497060-dr5jt                   Created container pod-janitor
43m         Normal    Started                         pod/pod-janitor-1606497060-dr5jt                   Started container pod-janitor
43m         Normal    SuccessfulCreate                job/pod-janitor-1606497060                         Created pod: pod-janitor-1606497060-dr5jt
43m         Normal    Completed                       job/pod-janitor-1606497060                         Job completed
42m         Normal    Scheduled                       pod/pod-janitor-1606497120-prk2g                   Successfully assigned icap-adaptation/pod-janitor-1606497120-prk2g to aks-icaptestnode-10971123-vmss000000
42m         Normal    Pulled                          pod/pod-janitor-1606497120-prk2g                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
42m         Normal    Created                         pod/pod-janitor-1606497120-prk2g                   Created container pod-janitor
42m         Normal    Started                         pod/pod-janitor-1606497120-prk2g                   Started container pod-janitor
42m         Normal    SuccessfulCreate                job/pod-janitor-1606497120                         Created pod: pod-janitor-1606497120-prk2g
42m         Normal    Completed                       job/pod-janitor-1606497120                         Job completed
41m         Normal    Scheduled                       pod/pod-janitor-1606497180-n8jht                   Successfully assigned icap-adaptation/pod-janitor-1606497180-n8jht to aks-icaptestnode-10971123-vmss000000
41m         Normal    Pulled                          pod/pod-janitor-1606497180-n8jht                   Container image "glasswallsolutions/pod-janitor:main-5ce5e69" already present on machine
41m         Normal    Created                         pod/pod-janitor-1606497180-n8jht                   Created container pod-janitor
41m         Normal    Started                         pod/pod-janitor-1606497180-n8jht                   Started container pod-janitor
41m         Normal    SandboxChanged                  pod/pod-janitor-1606497180-n8jht                   Pod sandbox changed, it will be killed and re-created.
41m         Normal    SuccessfulCreate                job/pod-janitor-1606497180                         Created pod: pod-janitor-1606497180-n8jht
